institution_id,name,survey_year,designation,sanctioned_strength,in_position_direct,in_position_cas,no_of_phd_teachers
328,"Swami Ramanand Teerth Marathwada University, Nanded",2015,Professor & Equivalent,16,8,21,29
328,"Swami Ramanand Teerth Marathwada University, Nanded",2015,Associate Professor,44,23,7,22
328,"Swami Ramanand Teerth Marathwada University, Nanded",2015,ALL,159,109,28,99
386,"The Rajiv Gandhi National University of Law, Patiala",2015,Vice-Chancellor,1,1,0,1
386,"The Rajiv Gandhi National University of Law, Patiala",2015,Professor & Equivalent,6,6,0,6
386,"The Rajiv Gandhi National University of Law, Patiala",2015,Associate Professor,14,1,0,1
386,"The Rajiv Gandhi National University of Law, Patiala",2015,Assistant Professor,27,19,0,9
386,"The Rajiv Gandhi National University of Law, Patiala",2015,ALL,48,27,0,17
553,"Forest Research Institute, Dehradun",2015,Assistant Professor,NA,20,0,NA
553,"Forest Research Institute, Dehradun",2015,Vice-Chancellor,NA,1,0,NA
553,"Forest Research Institute, Dehradun",2015,ALL,0,157,0,138
553,"Forest Research Institute, Dehradun",2015,Associate Professor,NA,39,0,NA
553,"Forest Research Institute, Dehradun",2015,Ad hoc Teacher,NA,18,0,NA
553,"Forest Research Institute, Dehradun",2015,Demonstrator,NA,55,0,NA
553,"Forest Research Institute, Dehradun",2015,Professor & Equivalent,NA,24,0,NA
507,"Dayalbagh Educational Institute, Agra",2015,Professor & Equivalent,7,4,67,71
507,"Dayalbagh Educational Institute, Agra",2015,Assistant Professor,237,110,30,94
507,"Dayalbagh Educational Institute, Agra",2015,Associate Professor,30,5,31,34
507,"Dayalbagh Educational Institute, Agra",2015,Director,1,1,0,1
507,"Dayalbagh Educational Institute, Agra",2015,ALL,275,120,128,200
554,"G.B. Pant Universtiy of Agriculture and Technology, Pantnagar",2015,Vice-Chancellor,1,1,0,NA
554,"G.B. Pant Universtiy of Agriculture and Technology, Pantnagar",2015,ALL,1,1,0,0
385,"Thapar Institute of Engineering and Technology, Patiala",2015,Professor & Equivalent,NA,34,0,34
385,"Thapar Institute of Engineering and Technology, Patiala",2015,Associate Professor,NA,42,0,37
385,"Thapar Institute of Engineering and Technology, Patiala",2015,Assistant Professor,NA,174,0,125
385,"Thapar Institute of Engineering and Technology, Patiala",2015,Lecturer,NA,55,0,14
385,"Thapar Institute of Engineering and Technology, Patiala",2015,Visiting Teacher,NA,9,0,7
385,"Thapar Institute of Engineering and Technology, Patiala",2015,Director,NA,1,0,NA
385,"Thapar Institute of Engineering and Technology, Patiala",2015,Contract Teacher,NA,103,0,NA
385,"Thapar Institute of Engineering and Technology, Patiala",2015,ALL,0,418,0,217
691,"ALL INDIA INSTITUTE OF MEDICAL SCIENCES, RISHIKESH",2015,Professor & Equivalent,54,7,0,0
691,"ALL INDIA INSTITUTE OF MEDICAL SCIENCES, RISHIKESH",2015,Additional Professor,45,6,0,0
691,"ALL INDIA INSTITUTE OF MEDICAL SCIENCES, RISHIKESH",2015,Associate Professor,81,5,0,0
691,"ALL INDIA INSTITUTE OF MEDICAL SCIENCES, RISHIKESH",2015,Assistant Professor,125,32,0,0
691,"ALL INDIA INSTITUTE OF MEDICAL SCIENCES, RISHIKESH",2015,Ad hoc Teacher,1,1,0,0
691,"ALL INDIA INSTITUTE OF MEDICAL SCIENCES, RISHIKESH",2015,Part-Time Teacher,0,0,0,0
691,"ALL INDIA INSTITUTE OF MEDICAL SCIENCES, RISHIKESH",2015,Principal,1,1,0,1
691,"ALL INDIA INSTITUTE OF MEDICAL SCIENCES, RISHIKESH",2015,Tutor,33,12,0,0
691,"ALL INDIA INSTITUTE OF MEDICAL SCIENCES, RISHIKESH",2015,ALL,340,64,0,1
143,"Maharaja Sayajirao University of Baroda, Vadodara",2015,Professor & Equivalent,152,79,114,45
143,"Maharaja Sayajirao University of Baroda, Vadodara",2015,Associate Professor,271,173,95,111
143,"Maharaja Sayajirao University of Baroda, Vadodara",2015,Assistant Professor,677,272,112,205
143,"Maharaja Sayajirao University of Baroda, Vadodara",2015,Temporary Teacher,408,297,0,47
143,"Maharaja Sayajirao University of Baroda, Vadodara",2015,Lecturer,128,23,19,5
143,"Maharaja Sayajirao University of Baroda, Vadodara",2015,Tutor,93,85,0,85
143,"Maharaja Sayajirao University of Baroda, Vadodara",2015,ALL,1729,929,340,498
531,"Narendra Deo University of Agriculture & Technology, Faizabad",2015,Vice-Chancellor,NA,1,0,NA
531,"Narendra Deo University of Agriculture & Technology, Faizabad",2015,Professor & Equivalent,NA,8,5,NA
531,"Narendra Deo University of Agriculture & Technology, Faizabad",2015,Assistant Professor,NA,81,0,NA
531,"Narendra Deo University of Agriculture & Technology, Faizabad",2015,Associate Professor,NA,15,30,NA
531,"Narendra Deo University of Agriculture & Technology, Faizabad",2015,ALL,0,105,35,0
434,"Academy of Maritime Education and Training, Chennai",2015,Professor & Equivalent,32,39,0,14
434,"Academy of Maritime Education and Training, Chennai",2015,Assistant Professor,78,122,0,8
434,"Academy of Maritime Education and Training, Chennai",2015,Associate Professor,15,9,0,7
434,"Academy of Maritime Education and Training, Chennai",2015,ALL,125,170,0,29
794,AURO UNIVERSITY OF HOSPITALITY AND MANAGEMENT,2015,Vice-Chancellor,NA,1,0,NA
794,AURO UNIVERSITY OF HOSPITALITY AND MANAGEMENT,2015,Associate Professor,NA,8,0,NA
794,AURO UNIVERSITY OF HOSPITALITY AND MANAGEMENT,2015,Professor & Equivalent,NA,2,0,NA
794,AURO UNIVERSITY OF HOSPITALITY AND MANAGEMENT,2015,Assistant Professor,NA,11,0,NA
794,AURO UNIVERSITY OF HOSPITALITY AND MANAGEMENT,2015,Visiting Teacher,NA,5,0,NA
794,AURO UNIVERSITY OF HOSPITALITY AND MANAGEMENT,2015,ALL,0,27,0,0
541,"Sharda University, Gautam Budh Nagar",2015,Tutor,NA,142,0,0
541,"Sharda University, Gautam Budh Nagar",2015,Contract Teacher,NA,8,0,3
541,"Sharda University, Gautam Budh Nagar",2015,Associate Professor,NA,62,0,17
541,"Sharda University, Gautam Budh Nagar",2015,Assistant Professor,NA,222,0,39
541,"Sharda University, Gautam Budh Nagar",2015,Professor & Equivalent,NA,89,0,33
541,"Sharda University, Gautam Budh Nagar",2015,ALL,0,588,0,93
541,"Sharda University, Gautam Budh Nagar",2015,Lecturer,NA,48,0,1
541,"Sharda University, Gautam Budh Nagar",2015,Reader,NA,17,0,0
528,"Mangalayatan University, Aligarh",2015,Vice-Chancellor,NA,1,0,0
528,"Mangalayatan University, Aligarh",2015,Director,NA,6,0,0
528,"Mangalayatan University, Aligarh",2015,Professor & Equivalent,NA,7,0,0
528,"Mangalayatan University, Aligarh",2015,Associate Professor,NA,8,0,0
528,"Mangalayatan University, Aligarh",2015,Assistant Professor,NA,107,0,0
528,"Mangalayatan University, Aligarh",2015,Lecturer (Senior Scale),NA,1,0,0
528,"Mangalayatan University, Aligarh",2015,Lecturer,NA,32,0,0
528,"Mangalayatan University, Aligarh",2015,Principal,NA,1,0,0
528,"Mangalayatan University, Aligarh",2015,Reader,NA,1,0,0
528,"Mangalayatan University, Aligarh",2015,ALL,0,164,0,0
373,"Chitkara University, Patiala",2015,Professor & Equivalent,NA,38,0,25
373,"Chitkara University, Patiala",2015,Associate Professor,NA,58,0,20
373,"Chitkara University, Patiala",2015,Assistant Professor,NA,232,0,11
373,"Chitkara University, Patiala",2015,Lecturer,NA,14,0,0
373,"Chitkara University, Patiala",2015,Lecturer (Selection Grade),NA,53,0,NA
373,"Chitkara University, Patiala",2015,ALL,0,395,0,56
275,"Jaypee University of Engeenering & Technology, Guna",2015,Vice-Chancellor,NA,1,0,1
275,"Jaypee University of Engeenering & Technology, Guna",2015,Professor & Equivalent,NA,6,0,6
275,"Jaypee University of Engeenering & Technology, Guna",2015,Associate Professor,NA,5,0,5
275,"Jaypee University of Engeenering & Technology, Guna",2015,Assistant Professor,NA,27,0,27
275,"Jaypee University of Engeenering & Technology, Guna",2015,Lecturer (Senior Scale),NA,50,0,10
275,"Jaypee University of Engeenering & Technology, Guna",2015,Lecturer,NA,8,0,3
275,"Jaypee University of Engeenering & Technology, Guna",2015,ALL,0,97,0,52
320,"North Maharashtra University, Jalgaon",2015,Director,NA,14,0,NA
320,"North Maharashtra University, Jalgaon",2015,Professor & Equivalent,NA,19,1,NA
320,"North Maharashtra University, Jalgaon",2015,Associate Professor,NA,12,1,NA
320,"North Maharashtra University, Jalgaon",2015,Assistant Professor,NA,41,0,NA
320,"North Maharashtra University, Jalgaon",2015,ALL,88,86,2,57
552,"Doon University, Dehradun",2015,Professor & Equivalent,NA,1,0,1
552,"Doon University, Dehradun",2015,Associate Professor,NA,3,0,3
552,"Doon University, Dehradun",2015,Assistant Professor,NA,30,0,8
552,"Doon University, Dehradun",2015,Contract Teacher,NA,23,0,1
552,"Doon University, Dehradun",2015,Visiting Teacher,NA,4,0,2
552,"Doon University, Dehradun",2015,Vice-Chancellor,NA,1,0,1
552,"Doon University, Dehradun",2015,ALL,0,62,0,16
419,"Rajasthan Technical University, Kota",2015,Vice-Chancellor,NA,1,0,NA
419,"Rajasthan Technical University, Kota",2015,Pro-Vice-Chancellor,NA,1,0,NA
419,"Rajasthan Technical University, Kota",2015,Director,NA,1,0,NA
419,"Rajasthan Technical University, Kota",2015,Professor & Equivalent,NA,0,14,NA
419,"Rajasthan Technical University, Kota",2015,Associate Professor,NA,0,42,NA
419,"Rajasthan Technical University, Kota",2015,Assistant Professor,NA,18,0,NA
419,"Rajasthan Technical University, Kota",2015,ALL,0,21,56,0
267,"Atal Bihari Vajpayee Indian Institute of Information Technology and Management, Gwalior",2015,Associate Professor,23,16,0,16
267,"Atal Bihari Vajpayee Indian Institute of Information Technology and Management, Gwalior",2015,Director,1,1,0,1
267,"Atal Bihari Vajpayee Indian Institute of Information Technology and Management, Gwalior",2015,Visiting Teacher,17,17,0,7
267,"Atal Bihari Vajpayee Indian Institute of Information Technology and Management, Gwalior",2015,ALL,91,44,0,34
267,"Atal Bihari Vajpayee Indian Institute of Information Technology and Management, Gwalior",2015,Professor & Equivalent,16,5,0,5
267,"Atal Bihari Vajpayee Indian Institute of Information Technology and Management, Gwalior",2015,Assistant Professor,34,5,0,5
136,"Gujarat University, Ahmedabad",2015,Pro-Vice-Chancellor,NA,0,0,NA
458,"Kalasalingam Academy of Research and Higher Education, Srivilliputhrur",2015,Professor & Equivalent,50,27,23,NA
458,"Kalasalingam Academy of Research and Higher Education, Srivilliputhrur",2015,Associate Professor,69,33,36,NA
458,"Kalasalingam Academy of Research and Higher Education, Srivilliputhrur",2015,Assistant Professor,273,273,0,NA
458,"Kalasalingam Academy of Research and Higher Education, Srivilliputhrur",2015,Vice-Chancellor,1,1,0,NA
458,"Kalasalingam Academy of Research and Higher Education, Srivilliputhrur",2015,ALL,393,334,59,130
592,"Maulana Abul Kalam Azad University of Technology, West Bengal",2015,Contract Teacher,NA,4,0,3
592,"Maulana Abul Kalam Azad University of Technology, West Bengal",2015,Assistant Professor,NA,10,0,6
592,"Maulana Abul Kalam Azad University of Technology, West Bengal",2015,Vice-Chancellor,NA,0,0,NA
592,"Maulana Abul Kalam Azad University of Technology, West Bengal",2015,Associate Professor,NA,6,0,5
592,"Maulana Abul Kalam Azad University of Technology, West Bengal",2015,ALL,1,21,0,15
592,"Maulana Abul Kalam Azad University of Technology, West Bengal",2015,Pro-Vice-Chancellor,1,1,0,1
623,Uttarakhand Open University,2015,Vice-Chancellor,NA,1,0,1
623,Uttarakhand Open University,2015,ALL,0,55,0,38
623,Uttarakhand Open University,2015,Tutor,NA,0,0,NA
623,Uttarakhand Open University,2015,Assistant Professor,NA,23,0,20
623,Uttarakhand Open University,2015,Director,NA,5,0,5
623,Uttarakhand Open University,2015,Temporary Teacher,NA,26,0,12
549,"Uttar Pradesh Technical University, Lucknow",2015,Vice-Chancellor,NA,1,0,NA
549,"Uttar Pradesh Technical University, Lucknow",2015,ALL,0,1,0,0
665,TAMIL NADU FISHERIES UNIVERSITY,2015,Vice-Chancellor,1,1,0,1
665,TAMIL NADU FISHERIES UNIVERSITY,2015,Director,5,5,0,5
665,TAMIL NADU FISHERIES UNIVERSITY,2015,Professor & Equivalent,2,2,0,2
665,TAMIL NADU FISHERIES UNIVERSITY,2015,ALL,8,8,0,8
144,Navrachana University,2015,Vice-Chancellor,1,1,0,1
144,Navrachana University,2015,Professor & Equivalent,5,5,0,3
144,Navrachana University,2015,Principal,1,1,0,1
144,Navrachana University,2015,Associate Professor,9,6,0,6
144,Navrachana University,2015,Assistant Professor,72,71,0,12
144,Navrachana University,2015,Tutor,18,18,0,0
144,Navrachana University,2015,Lecturer,2,2,0,0
144,Navrachana University,2015,Demonstrator,9,9,0,0
144,Navrachana University,2015,ALL,117,113,0,23
761,ABHILASHI UNIVERSITY,2015,Director,5,4,0,3
761,ABHILASHI UNIVERSITY,2015,Professor & Equivalent,7,7,0,4
761,ABHILASHI UNIVERSITY,2015,Assistant Professor,54,54,0,4
761,ABHILASHI UNIVERSITY,2015,Reader,8,8,0,0
761,ABHILASHI UNIVERSITY,2015,Associate Professor,4,4,0,0
761,ABHILASHI UNIVERSITY,2015,Lecturer,2,2,0,0
761,ABHILASHI UNIVERSITY,2015,ALL,80,79,0,11
645,GLOCAL UNIVERSITY,2015,Professor & Equivalent,19,11,0,11
645,GLOCAL UNIVERSITY,2015,Assistant Professor,82,89,0,27
645,GLOCAL UNIVERSITY,2015,Associate Professor,38,10,0,10
645,GLOCAL UNIVERSITY,2015,Visiting Teacher,2,2,0,0
645,GLOCAL UNIVERSITY,2015,ALL,141,112,0,48
754,"INDIAN INSTITUTE OF INFORMATION TECHNOLOGY, SRIRANGAM",2015,Assistant Professor,NA,1,0,0
754,"INDIAN INSTITUTE OF INFORMATION TECHNOLOGY, SRIRANGAM",2015,Temporary Teacher,NA,14,0,3
754,"INDIAN INSTITUTE OF INFORMATION TECHNOLOGY, SRIRANGAM",2015,ALL,0,15,0,3
469,"Periyar Maniammal Institute of Science & Technoloyg, Thanjavur",2015,Vice-Chancellor,1,1,0,1
469,"Periyar Maniammal Institute of Science & Technoloyg, Thanjavur",2015,Pro-Vice-Chancellor,1,1,0,1
469,"Periyar Maniammal Institute of Science & Technoloyg, Thanjavur",2015,Professor & Equivalent,30,16,6,22
469,"Periyar Maniammal Institute of Science & Technoloyg, Thanjavur",2015,Associate Professor,34,1,10,7
469,"Periyar Maniammal Institute of Science & Technoloyg, Thanjavur",2015,Assistant Professor,212,191,20,21
469,"Periyar Maniammal Institute of Science & Technoloyg, Thanjavur",2015,Tutor,4,4,0,1
469,"Periyar Maniammal Institute of Science & Technoloyg, Thanjavur",2015,Director,14,9,5,11
469,"Periyar Maniammal Institute of Science & Technoloyg, Thanjavur",2015,ALL,296,223,41,64
282,"Mahatama Gandhi Gramodaya Vishwavidyalaya, Chitrakoot, Satna",2015,Vice-Chancellor,NA,1,0,1
282,"Mahatama Gandhi Gramodaya Vishwavidyalaya, Chitrakoot, Satna",2015,Associate Professor,NA,0,50,48
282,"Mahatama Gandhi Gramodaya Vishwavidyalaya, Chitrakoot, Satna",2015,Assistant Professor,NA,3,0,2
282,"Mahatama Gandhi Gramodaya Vishwavidyalaya, Chitrakoot, Satna",2015,Professor & Equivalent,NA,4,0,4
282,"Mahatama Gandhi Gramodaya Vishwavidyalaya, Chitrakoot, Satna",2015,Lecturer,NA,4,0,2
282,"Mahatama Gandhi Gramodaya Vishwavidyalaya, Chitrakoot, Satna",2015,Lecturer (Senior Scale),NA,0,6,5
282,"Mahatama Gandhi Gramodaya Vishwavidyalaya, Chitrakoot, Satna",2015,Reader,NA,1,0,0
282,"Mahatama Gandhi Gramodaya Vishwavidyalaya, Chitrakoot, Satna",2015,Lecturer (Selection Grade),NA,0,2,2
282,"Mahatama Gandhi Gramodaya Vishwavidyalaya, Chitrakoot, Satna",2015,ALL,0,13,58,64
160,"Ch. Devi Lal University, Sirsa",2015,Vice-Chancellor,NA,1,0,NA
488,"Thiruvalluvar Univeristy, Vellore",2015,Professor & Equivalent,7,6,3,7
488,"Thiruvalluvar Univeristy, Vellore",2015,Director,1,1,0,1
160,"Ch. Devi Lal University, Sirsa",2015,Assistant Professor,65,41,0,36
488,"Thiruvalluvar Univeristy, Vellore",2015,Vice-Chancellor,1,1,0,1
160,"Ch. Devi Lal University, Sirsa",2015,Associate Professor,32,13,4,16
318,Mumbai University Mumbai,2015,Assistant Professor,141,105,0,96
318,Mumbai University Mumbai,2015,Professor & Equivalent,83,35,0,35
318,Mumbai University Mumbai,2015,Associate Professor,102,62,0,53
318,Mumbai University Mumbai,2015,Director,1,1,0,1
318,Mumbai University Mumbai,2015,Vice-Chancellor,1,1,0,1
318,Mumbai University Mumbai,2015,ALL,328,204,0,186
731,"SHOBHIT UNIVERSITY, GANGOH",2015,Vice-Chancellor,NA,1,0,1
731,"SHOBHIT UNIVERSITY, GANGOH",2015,Associate Professor,NA,24,0,24
731,"SHOBHIT UNIVERSITY, GANGOH",2015,Assistant Professor,NA,37,0,10
731,"SHOBHIT UNIVERSITY, GANGOH",2015,Lecturer,NA,27,0,0
731,"SHOBHIT UNIVERSITY, GANGOH",2015,ALL,0,91,0,35
731,"SHOBHIT UNIVERSITY, GANGOH",2015,Principal,NA,2,0,0
460,"Karunya Institute of Technology and Sciences, Coimbatore",2015,Lecturer (Selection Grade),NA,1,0,NA
460,"Karunya Institute of Technology and Sciences, Coimbatore",2015,Director,NA,2,0,NA
460,"Karunya Institute of Technology and Sciences, Coimbatore",2015,Visiting Teacher,NA,4,0,NA
460,"Karunya Institute of Technology and Sciences, Coimbatore",2015,ALL,0,427,0,0
460,"Karunya Institute of Technology and Sciences, Coimbatore",2015,Associate Professor,NA,37,0,NA
460,"Karunya Institute of Technology and Sciences, Coimbatore",2015,Professor & Equivalent,NA,31,0,NA
460,"Karunya Institute of Technology and Sciences, Coimbatore",2015,Lecturer (Senior Scale),NA,1,0,NA
460,"Karunya Institute of Technology and Sciences, Coimbatore",2015,Assistant Professor,NA,330,0,NA
460,"Karunya Institute of Technology and Sciences, Coimbatore",2015,Principal,NA,0,0,NA
460,"Karunya Institute of Technology and Sciences, Coimbatore",2015,Lecturer,NA,21,0,NA
435,"Alagappa University, Alagappa Nagar, Karaikudi",2015,Vice-Chancellor,NA,1,0,1
435,"Alagappa University, Alagappa Nagar, Karaikudi",2015,Professor & Equivalent,NA,21,31,51
435,"Alagappa University, Alagappa Nagar, Karaikudi",2015,Associate Professor,NA,9,8,17
435,"Alagappa University, Alagappa Nagar, Karaikudi",2015,Assistant Professor,NA,45,36,72
435,"Alagappa University, Alagappa Nagar, Karaikudi",2015,Principal,NA,1,0,1
435,"Alagappa University, Alagappa Nagar, Karaikudi",2015,Director,NA,1,0,1
435,"Alagappa University, Alagappa Nagar, Karaikudi",2015,ALL,0,78,75,143
274,"Jawaharlal Nehru Krishi Vishwavidyalaya, Jabalpur",2015,Vice-Chancellor,1,1,0,1
274,"Jawaharlal Nehru Krishi Vishwavidyalaya, Jabalpur",2015,Director,5,5,0,5
274,"Jawaharlal Nehru Krishi Vishwavidyalaya, Jabalpur",2015,Professor & Equivalent,1,1,0,1
274,"Jawaharlal Nehru Krishi Vishwavidyalaya, Jabalpur",2015,ALL,7,7,0,7
519,"Integral University, Lucknow",2015,Lecturer,NA,56,0,1
519,"Integral University, Lucknow",2015,Associate Professor,NA,77,0,37
519,"Integral University, Lucknow",2015,Lecturer (Senior Scale),NA,5,0,NA
519,"Integral University, Lucknow",2015,Vice-Chancellor,NA,1,0,NA
519,"Integral University, Lucknow",2015,Demonstrator,NA,138,0,NA
519,"Integral University, Lucknow",2015,Professor & Equivalent,NA,42,0,13
519,"Integral University, Lucknow",2015,Additional Professor,NA,2,0,2
519,"Integral University, Lucknow",2015,Assistant Professor,NA,297,0,49
519,"Integral University, Lucknow",2015,ALL,0,636,0,103
519,"Integral University, Lucknow",2015,Tutor,NA,16,0,NA
519,"Integral University, Lucknow",2015,Visiting Teacher,NA,1,0,NA
519,"Integral University, Lucknow",2015,Principal,NA,1,0,1
91,"MATS University, Raipur",2015,Vice-Chancellor,1,1,0,1
91,"MATS University, Raipur",2015,Professor & Equivalent,14,2,0,2
91,"MATS University, Raipur",2015,Assistant Professor,126,157,0,14
91,"MATS University, Raipur",2015,Director,3,1,0,1
91,"MATS University, Raipur",2015,Principal,2,1,0,1
91,"MATS University, Raipur",2015,Associate Professor,28,2,0,2
91,"MATS University, Raipur",2015,ALL,174,164,0,21
454,"Hindustan Institute of Technology and Science, Kancheepuram",2015,Professor & Equivalent,NA,69,0,63
454,"Hindustan Institute of Technology and Science, Kancheepuram",2015,Assistant Professor,NA,257,0,9
454,"Hindustan Institute of Technology and Science, Kancheepuram",2015,Associate Professor,NA,41,0,23
454,"Hindustan Institute of Technology and Science, Kancheepuram",2015,Part-Time Teacher,NA,43,0,6
454,"Hindustan Institute of Technology and Science, Kancheepuram",2015,Vice-Chancellor,NA,1,0,1
454,"Hindustan Institute of Technology and Science, Kancheepuram",2015,Director,NA,2,0,1
454,"Hindustan Institute of Technology and Science, Kancheepuram",2015,ALL,0,413,0,103
566,"Uttrakhand Technical University, Dehradun",2015,Vice-Chancellor,1,1,0,NA
566,"Uttrakhand Technical University, Dehradun",2015,Assistant Professor,11,18,0,NA
566,"Uttrakhand Technical University, Dehradun",2015,Associate Professor,10,1,0,NA
566,"Uttrakhand Technical University, Dehradun",2015,Part-Time Teacher,0,2,0,NA
566,"Uttrakhand Technical University, Dehradun",2015,ALL,22,22,0,0
467,"National Institute of Technology, Tiruchirapalli",2015,Assistant Professor,NA,96,0,NA
467,"National Institute of Technology, Tiruchirapalli",2015,Professor & Equivalent,NA,51,0,51
467,"National Institute of Technology, Tiruchirapalli",2015,ALL,0,337,0,129
467,"National Institute of Technology, Tiruchirapalli",2015,Temporary Teacher,NA,112,0,NA
467,"National Institute of Technology, Tiruchirapalli",2015,Associate Professor,NA,78,0,78
451,"Chettinad Academy of Research & Education, Kancheepuram",2015,Vice-Chancellor,1,1,0,0
451,"Chettinad Academy of Research & Education, Kancheepuram",2015,Director,1,1,0,1
451,"Chettinad Academy of Research & Education, Kancheepuram",2015,ALL,2,2,0,1
739,"MADAN MOHAN MALAVIYA UNIVERSITY OF TECHNOLOGY,",2015,Professor & Equivalent,NA,2,5,NA
739,"MADAN MOHAN MALAVIYA UNIVERSITY OF TECHNOLOGY,",2015,Associate Professor,NA,9,11,NA
739,"MADAN MOHAN MALAVIYA UNIVERSITY OF TECHNOLOGY,",2015,Assistant Professor,NA,31,0,NA
739,"MADAN MOHAN MALAVIYA UNIVERSITY OF TECHNOLOGY,",2015,Ad hoc Teacher,NA,9,0,NA
739,"MADAN MOHAN MALAVIYA UNIVERSITY OF TECHNOLOGY,",2015,Vice-Chancellor,NA,1,0,NA
739,"MADAN MOHAN MALAVIYA UNIVERSITY OF TECHNOLOGY,",2015,ALL,0,52,16,0
562,"Kumaun University, Nainital",2015,Vice-Chancellor,NA,1,0,NA
562,"Kumaun University, Nainital",2015,Professor & Equivalent,NA,19,98,NA
562,"Kumaun University, Nainital",2015,Associate Professor,NA,10,20,NA
562,"Kumaun University, Nainital",2015,Assistant Professor,NA,108,0,NA
562,"Kumaun University, Nainital",2015,Contract Teacher,NA,2,0,NA
562,"Kumaun University, Nainital",2015,Lecturer (Senior Scale),NA,1,0,NA
562,"Kumaun University, Nainital",2015,ALL,0,141,118,0
474,"Sathyabama Institute of Science & Technology, Chennai",2015,Vice-Chancellor,NA,1,0,1
474,"Sathyabama Institute of Science & Technology, Chennai",2015,Professor & Equivalent,NA,149,0,146
474,"Sathyabama Institute of Science & Technology, Chennai",2015,Associate Professor,NA,129,0,23
474,"Sathyabama Institute of Science & Technology, Chennai",2015,Assistant Professor,NA,355,0,12
474,"Sathyabama Institute of Science & Technology, Chennai",2015,ALL,0,634,0,182
470,"Periyar University, Salem",2015,Associate Professor,NA,15,0,NA
470,"Periyar University, Salem",2015,ALL,0,128,15,0
470,"Periyar University, Salem",2015,Vice-Chancellor,NA,1,0,NA
470,"Periyar University, Salem",2015,Assistant Professor,NA,91,0,NA
470,"Periyar University, Salem",2015,Professor & Equivalent,NA,21,15,NA
487,"Tamilnadu Veterinary & Animal Sciences University, Chennai",2015,Professor & Equivalent,NA,4,34,NA
487,"Tamilnadu Veterinary & Animal Sciences University, Chennai",2015,Assistant Professor,NA,77,0,NA
487,"Tamilnadu Veterinary & Animal Sciences University, Chennai",2015,Associate Professor,NA,7,11,NA
487,"Tamilnadu Veterinary & Animal Sciences University, Chennai",2015,Director,NA,7,0,NA
487,"Tamilnadu Veterinary & Animal Sciences University, Chennai",2015,Vice-Chancellor,NA,1,0,NA
487,"Tamilnadu Veterinary & Animal Sciences University, Chennai",2015,ALL,0,96,45,0
278,"M.P. Bhoj (Open) University, Bhopal",2015,Vice-Chancellor,NA,1,0,NA
278,"M.P. Bhoj (Open) University, Bhopal",2015,Professor & Equivalent,NA,12,0,NA
278,"M.P. Bhoj (Open) University, Bhopal",2015,Reader,NA,2,0,NA
278,"M.P. Bhoj (Open) University, Bhopal",2015,Lecturer,NA,6,0,NA
278,"M.P. Bhoj (Open) University, Bhopal",2015,Director,NA,4,0,NA
278,"M.P. Bhoj (Open) University, Bhopal",2015,ALL,0,25,0,0
445,B.S. Abdur Rahman Institute of Science & Technology,2015,Professor & Equivalent,NA,64,0,63
445,B.S. Abdur Rahman Institute of Science & Technology,2015,Associate Professor,NA,27,0,14
445,B.S. Abdur Rahman Institute of Science & Technology,2015,Assistant Professor,NA,272,0,48
445,B.S. Abdur Rahman Institute of Science & Technology,2015,Vice-Chancellor,NA,1,0,1
445,B.S. Abdur Rahman Institute of Science & Technology,2015,Principal,NA,1,0,1
445,B.S. Abdur Rahman Institute of Science & Technology,2015,Director,NA,1,0,0
445,B.S. Abdur Rahman Institute of Science & Technology,2015,ALL,0,366,0,127
522,"Jaypee Institute of Information Technology, Noida",2015,Director,2,2,0,1
522,"Jaypee Institute of Information Technology, Noida",2015,Vice-Chancellor,1,1,0,1
522,"Jaypee Institute of Information Technology, Noida",2015,Professor & Equivalent,42,20,0,18
522,"Jaypee Institute of Information Technology, Noida",2015,Associate Professor,95,24,0,24
522,"Jaypee Institute of Information Technology, Noida",2015,Assistant Professor,237,211,0,99
522,"Jaypee Institute of Information Technology, Noida",2015,ALL,377,258,0,143
498,"Babasheb Bhimrao Ambedkar University, Lucknow",2015,Professor & Equivalent,NA,8,16,NA
498,"Babasheb Bhimrao Ambedkar University, Lucknow",2015,Associate Professor,NA,18,3,NA
498,"Babasheb Bhimrao Ambedkar University, Lucknow",2015,Assistant Professor,NA,66,0,NA
498,"Babasheb Bhimrao Ambedkar University, Lucknow",2015,Reader,NA,1,0,NA
498,"Babasheb Bhimrao Ambedkar University, Lucknow",2015,Lecturer (Selection Grade),NA,3,0,NA
498,"Babasheb Bhimrao Ambedkar University, Lucknow",2015,ALL,0,96,19,0
93,"Pt. Ravishankar Shukla University, Raipur",2015,Vice-Chancellor,NA,1,0,NA
93,"Pt. Ravishankar Shukla University, Raipur",2015,Professor & Equivalent,NA,19,14,NA
93,"Pt. Ravishankar Shukla University, Raipur",2015,Associate Professor,NA,3,2,NA
93,"Pt. Ravishankar Shukla University, Raipur",2015,Assistant Professor,NA,28,0,NA
93,"Pt. Ravishankar Shukla University, Raipur",2015,Part-Time Teacher,NA,16,0,NA
93,"Pt. Ravishankar Shukla University, Raipur",2015,Contract Teacher,NA,20,0,NA
93,"Pt. Ravishankar Shukla University, Raipur",2015,Ad hoc Teacher,NA,2,0,NA
93,"Pt. Ravishankar Shukla University, Raipur",2015,Pro-Vice-Chancellor,NA,0,0,NA
93,"Pt. Ravishankar Shukla University, Raipur",2015,ALL,0,89,16,0
